0.0290000	746.4000000
0.0302772	745.0208521
0.0321636	741.9772560
0.0340842	738.6792811
0.0356927	736.0924907
0.0389204	731.3647344
0.0428405	726.3823794
0.0489648	717.4837004
0.0562649	707.4900571
0.0611653	700.5846193
0.0689107	689.2853871
0.0777577	677.7661275
0.0904096	663.2951430
0.1047900	646.0598909
0.1237560	624.7680701
0.1445810	600.6268157
0.1938040	544.9245014
0.2253930	502.8381296
0.2590820	458.9605485
0.3031200	409.1135848
0.3545480	352.9174448
0.4196490	290.8914501
0.4200000	289.6079888
0.5100130	214.0095797
0.5853410	181.3973098
0.7035650	147.9013219
0.8088670	131.9558674
0.9308730	120.6684996
1.0603500	115.1501939
1.2378200	110.1172188
1.4671700	104.6563991
1.6544700	101.1701495
1.8321000	98.60589734
2.0312900	95.74023084
2.3951000	93.01904412
2.8051400	89.70727298
3.0000000	88.22356501
3.2300000	86.91862025
3.8100000	86.38733352
5.3800000	85.73206166
6.2500000	85.28951272
7.0500000	85.12461666
8.9400000	85.00000000
10.110000	80.00000000
11.820000	80.00000000
14.680000	80.00000000
17.240000	80.00000000
20.340000	80.00000000
23.150000	80.00000000
27.580000	80.00000000
30.510000	80.00000000
34.320000	80.00000000
39.520000	80.00000000
45.290000	80.00000000
50.890000	80.00000000
58.600000	80.00000000
68.690000	80.00000000
88.570000	80.00000000
75.010000	80.00000000
99.370000	80.00000000
109.97000	80.00000000
119.26000	80.00000000
167.80000	80.00000000
189.19000	80.00000000
230.01000	80.00000000
256.02000	80.00000000
207.83000	80.00000000
273.13000	80.00000000
287.24000	80.00000000
