758.0000000000	746.4000000000
759.7735730592	745.0208520828
763.5262506064	741.9772560489
767.5925709816	738.6792810934
770.7820186837	736.0924906606
776.6112234785	731.3647344462
782.7543422644	726.3823793844
793.7261901878	717.4837004000
806.0481016657	707.4900570792
814.5623331680	700.5846193201
828.4940030061	689.2853870968
842.6969611094	677.7661274723
860.5393219051	663.2951429898
873.5608761419	646.0598909303
877.7464477489	624.7680701468
882.4921644327	600.6268157118
893.4421920324	544.9245014002
917.0920613228	502.8381295642
945.4671531958	458.9605484728
977.7025713361	409.1135848119
1014.0439236977	352.9174448187
1054.1553713884	290.8914500969
1054.9853699910	289.6079888432
1121.0827900055	214.0095796674
1235.8589825706	181.3973097799
1353.7453477446	147.9013218822
1409.8640588955	131.9558674035
1449.5890183889	120.6684996026
1474.6118253998	115.1501939380
1507.5658290724	110.1172188320
1543.3211965261	104.6563990760
1566.1478305517	101.1701495150
1582.9375769437	98.6058973395
1602.2411456666	95.7402308432
1625.7180507497	93.0190441176
1654.2901938757	89.7072729826
1667.0908116466	88.2235650137
1678.3491586262	86.9186202501
1682.9328088495	86.3873335197
1689.9520948663	85.7320616597
1696.0262959957	85.2895127203
1698.2895753152	85.1246166556
1700.0000000000 85.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
1768.6274509804	80.0000000000
